category 780 M 780172500.0 Апарат Верховної Ради України
category 1 B 1255001700.0 Державне управління справами
category 269 M 268872300.0 Господарсько-фінансовий департамент Секретаріату Кабінету Міністрів України
category 2 B 2180942200.0 Державна судова адміністрація України
category 104 M 103518800.0 Верховний Суд України
category 163 M 163319000.0 Вищий спеціалізований суд України з розгляду цивільних і кримінальних справ
category 135 M 134676900.0 Вищий господарський суд України
category 89 M 89056200.0 Вищий адміністративний суд України
category 67 M 67356700.0 Конституційний Суд України
category 2 B 2476401600.0 Генеральна прокуратура України
category 13 B 12647750900.0 Міністерство внутрішніх справ України
category 9 B 9205648600.0 Міністерство енергетики та вугільної промисловості України
category 2 B 2016819900.0 Міністерство економічного розвитку і торгівлі України
category 45 M 45251300.0 Міністерство економічного розвитку і торгівлі України (загальнодержавні витрати)
category 1 B 1271466900.0 Міністерство закордонних справ України
category 1 B 1005950400.0 Державний комітет телебачення і радіомовлення України
category 2 B 2048207600.0 Міністерство культури України
category 25 M 25000000.0 Міністерство культури України (загальнодержавні витрати)
category 629 M 629087000.0 Державне агентство лісових ресурсів України
category 14 B 14171032300.0 Міністерство оборони України
category 18 B 18413197100.0 Міністерство освіти і науки, молоді та спорту України
category 5 B 4526904800.0 Міністерство охорони здоров'я України
category 3 B 2939584900.0 Міністерство охорони здоров'я України (загальнодержавні витрати)
category 2 B 2090487100.0 Міністерство екології та природних ресурсів України
category 59 B 58752069300.0 Міністерство соціальної політики України
category 344 M 344015000.0 Міністерство соціальної політики України (загальнодержавні витрати)
category 415 M 414928800.0 Державне агентство України з управління державними корпоративними правами та майном
category 1 B 1006509900.0 Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України
category 202 M 202380000.0 Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України (загальнодержавні витрати)
category 4 B 4451580800.0 Міністерство аграрної політики та продовольства України
category 5 B 5188881800.0 Міністерство інфраструктури України
category 10 M 10191100.0 Державне агентство автомобільних доріг України
